DSI,EIC,FLPDYR,MARS,XTOT,e00200,e00200p,e00200s,RECID
0,0,2019,1,1,44040,44040,0,29361
0,1,2019,1,2,44040,44040,0,29362
0,2,2019,1,3,44040,44040,0,29363
0,3,2019,1,4,44040,44040,0,29364
0,0,2019,2,2,44040,30828,13212,29365
0,1,2019,2,3,44040,30828,13212,29366
0,2,2019,2,4,44040,30828,13212,29367
0,3,2019,2,5,44040,30828,13212,29368
0,0,2019,1,1,44052,44052,0,29369
0,1,2019,1,2,44052,44052,0,29370
0,2,2019,1,3,44052,44052,0,29371
0,3,2019,1,4,44052,44052,0,29372
0,0,2019,2,2,44052,30836.4,13215.599999999999,29373
0,1,2019,2,3,44052,30836.4,13215.599999999999,29374
0,2,2019,2,4,44052,30836.4,13215.599999999999,29375
0,3,2019,2,5,44052,30836.4,13215.599999999999,29376
0,0,2019,1,1,44064,44064,0,29377
0,1,2019,1,2,44064,44064,0,29378
0,2,2019,1,3,44064,44064,0,29379
0,3,2019,1,4,44064,44064,0,29380
0,0,2019,2,2,44064,30844.8,13219.2,29381
0,1,2019,2,3,44064,30844.8,13219.2,29382
0,2,2019,2,4,44064,30844.8,13219.2,29383
0,3,2019,2,5,44064,30844.8,13219.2,29384
0,0,2019,1,1,44076,44076,0,29385
0,1,2019,1,2,44076,44076,0,29386
0,2,2019,1,3,44076,44076,0,29387
0,3,2019,1,4,44076,44076,0,29388
0,0,2019,2,2,44076,30853.2,13222.8,29389
0,1,2019,2,3,44076,30853.2,13222.8,29390
0,2,2019,2,4,44076,30853.2,13222.8,29391
0,3,2019,2,5,44076,30853.2,13222.8,29392
0,0,2019,1,1,44088,44088,0,29393
0,1,2019,1,2,44088,44088,0,29394
0,2,2019,1,3,44088,44088,0,29395
0,3,2019,1,4,44088,44088,0,29396
0,0,2019,2,2,44088,30861.6,13226.400000000001,29397
0,1,2019,2,3,44088,30861.6,13226.400000000001,29398
0,2,2019,2,4,44088,30861.6,13226.400000000001,29399
0,3,2019,2,5,44088,30861.6,13226.400000000001,29400
0,0,2019,1,1,44100,44100,0,29401
0,1,2019,1,2,44100,44100,0,29402
0,2,2019,1,3,44100,44100,0,29403
0,3,2019,1,4,44100,44100,0,29404
0,0,2019,2,2,44100,30870,13230,29405
0,1,2019,2,3,44100,30870,13230,29406
0,2,2019,2,4,44100,30870,13230,29407
0,3,2019,2,5,44100,30870,13230,29408
0,0,2019,1,1,44112,44112,0,29409
0,1,2019,1,2,44112,44112,0,29410
0,2,2019,1,3,44112,44112,0,29411
0,3,2019,1,4,44112,44112,0,29412
0,0,2019,2,2,44112,30878.4,13233.599999999999,29413
0,1,2019,2,3,44112,30878.4,13233.599999999999,29414
0,2,2019,2,4,44112,30878.4,13233.599999999999,29415
0,3,2019,2,5,44112,30878.4,13233.599999999999,29416
0,0,2019,1,1,44124,44124,0,29417
0,1,2019,1,2,44124,44124,0,29418
0,2,2019,1,3,44124,44124,0,29419
0,3,2019,1,4,44124,44124,0,29420
0,0,2019,2,2,44124,30886.8,13237.2,29421
0,1,2019,2,3,44124,30886.8,13237.2,29422
0,2,2019,2,4,44124,30886.8,13237.2,29423
0,3,2019,2,5,44124,30886.8,13237.2,29424
0,0,2019,1,1,44136,44136,0,29425
0,1,2019,1,2,44136,44136,0,29426
0,2,2019,1,3,44136,44136,0,29427
0,3,2019,1,4,44136,44136,0,29428
0,0,2019,2,2,44136,30895.2,13240.8,29429
0,1,2019,2,3,44136,30895.2,13240.8,29430
0,2,2019,2,4,44136,30895.2,13240.8,29431
0,3,2019,2,5,44136,30895.2,13240.8,29432
0,0,2019,1,1,44148,44148,0,29433
0,1,2019,1,2,44148,44148,0,29434
0,2,2019,1,3,44148,44148,0,29435
0,3,2019,1,4,44148,44148,0,29436
0,0,2019,2,2,44148,30903.6,13244.400000000001,29437
0,1,2019,2,3,44148,30903.6,13244.400000000001,29438
0,2,2019,2,4,44148,30903.6,13244.400000000001,29439
0,3,2019,2,5,44148,30903.6,13244.400000000001,29440
0,0,2019,1,1,44160,44160,0,29441
0,1,2019,1,2,44160,44160,0,29442
0,2,2019,1,3,44160,44160,0,29443
0,3,2019,1,4,44160,44160,0,29444
0,0,2019,2,2,44160,30912,13248,29445
0,1,2019,2,3,44160,30912,13248,29446
0,2,2019,2,4,44160,30912,13248,29447
0,3,2019,2,5,44160,30912,13248,29448
0,0,2019,1,1,44172,44172,0,29449
0,1,2019,1,2,44172,44172,0,29450
0,2,2019,1,3,44172,44172,0,29451
0,3,2019,1,4,44172,44172,0,29452
0,0,2019,2,2,44172,30920.4,13251.599999999999,29453
0,1,2019,2,3,44172,30920.4,13251.599999999999,29454
0,2,2019,2,4,44172,30920.4,13251.599999999999,29455
0,3,2019,2,5,44172,30920.4,13251.599999999999,29456
0,0,2019,1,1,44184,44184,0,29457
0,1,2019,1,2,44184,44184,0,29458
0,2,2019,1,3,44184,44184,0,29459
0,3,2019,1,4,44184,44184,0,29460
0,0,2019,2,2,44184,30928.8,13255.2,29461
0,1,2019,2,3,44184,30928.8,13255.2,29462
0,2,2019,2,4,44184,30928.8,13255.2,29463
0,3,2019,2,5,44184,30928.8,13255.2,29464
0,0,2019,1,1,44196,44196,0,29465
0,1,2019,1,2,44196,44196,0,29466
0,2,2019,1,3,44196,44196,0,29467
0,3,2019,1,4,44196,44196,0,29468
0,0,2019,2,2,44196,30937.2,13258.8,29469
0,1,2019,2,3,44196,30937.2,13258.8,29470
0,2,2019,2,4,44196,30937.2,13258.8,29471
0,3,2019,2,5,44196,30937.2,13258.8,29472
0,0,2019,1,1,44208,44208,0,29473
0,1,2019,1,2,44208,44208,0,29474
0,2,2019,1,3,44208,44208,0,29475
0,3,2019,1,4,44208,44208,0,29476
0,0,2019,2,2,44208,30945.6,13262.400000000001,29477
0,1,2019,2,3,44208,30945.6,13262.400000000001,29478
0,2,2019,2,4,44208,30945.6,13262.400000000001,29479
0,3,2019,2,5,44208,30945.6,13262.400000000001,29480
0,0,2019,1,1,44220,44220,0,29481
0,1,2019,1,2,44220,44220,0,29482
0,2,2019,1,3,44220,44220,0,29483
0,3,2019,1,4,44220,44220,0,29484
0,0,2019,2,2,44220,30954,13266,29485
0,1,2019,2,3,44220,30954,13266,29486
0,2,2019,2,4,44220,30954,13266,29487
0,3,2019,2,5,44220,30954,13266,29488
0,0,2019,1,1,44232,44232,0,29489
0,1,2019,1,2,44232,44232,0,29490
0,2,2019,1,3,44232,44232,0,29491
0,3,2019,1,4,44232,44232,0,29492
0,0,2019,2,2,44232,30962.4,13269.599999999999,29493
0,1,2019,2,3,44232,30962.4,13269.599999999999,29494
0,2,2019,2,4,44232,30962.4,13269.599999999999,29495
0,3,2019,2,5,44232,30962.4,13269.599999999999,29496
0,0,2019,1,1,44244,44244,0,29497
0,1,2019,1,2,44244,44244,0,29498
0,2,2019,1,3,44244,44244,0,29499
0,3,2019,1,4,44244,44244,0,29500
0,0,2019,2,2,44244,30970.8,13273.2,29501
0,1,2019,2,3,44244,30970.8,13273.2,29502
0,2,2019,2,4,44244,30970.8,13273.2,29503
0,3,2019,2,5,44244,30970.8,13273.2,29504
0,0,2019,1,1,44256,44256,0,29505
0,1,2019,1,2,44256,44256,0,29506
0,2,2019,1,3,44256,44256,0,29507
0,3,2019,1,4,44256,44256,0,29508
0,0,2019,2,2,44256,30979.2,13276.8,29509
0,1,2019,2,3,44256,30979.2,13276.8,29510
0,2,2019,2,4,44256,30979.2,13276.8,29511
0,3,2019,2,5,44256,30979.2,13276.8,29512
0,0,2019,1,1,44268,44268,0,29513
0,1,2019,1,2,44268,44268,0,29514
0,2,2019,1,3,44268,44268,0,29515
0,3,2019,1,4,44268,44268,0,29516
0,0,2019,2,2,44268,30987.6,13280.400000000001,29517
0,1,2019,2,3,44268,30987.6,13280.400000000001,29518
0,2,2019,2,4,44268,30987.6,13280.400000000001,29519
0,3,2019,2,5,44268,30987.6,13280.400000000001,29520
0,0,2019,1,1,44280,44280,0,29521
0,1,2019,1,2,44280,44280,0,29522
0,2,2019,1,3,44280,44280,0,29523
0,3,2019,1,4,44280,44280,0,29524
0,0,2019,2,2,44280,30996,13284,29525
0,1,2019,2,3,44280,30996,13284,29526
0,2,2019,2,4,44280,30996,13284,29527
0,3,2019,2,5,44280,30996,13284,29528
0,0,2019,1,1,44292,44292,0,29529
0,1,2019,1,2,44292,44292,0,29530
0,2,2019,1,3,44292,44292,0,29531
0,3,2019,1,4,44292,44292,0,29532
0,0,2019,2,2,44292,31004.4,13287.599999999999,29533
0,1,2019,2,3,44292,31004.4,13287.599999999999,29534
0,2,2019,2,4,44292,31004.4,13287.599999999999,29535
0,3,2019,2,5,44292,31004.4,13287.599999999999,29536
0,0,2019,1,1,44304,44304,0,29537
0,1,2019,1,2,44304,44304,0,29538
0,2,2019,1,3,44304,44304,0,29539
0,3,2019,1,4,44304,44304,0,29540
0,0,2019,2,2,44304,31012.8,13291.2,29541
0,1,2019,2,3,44304,31012.8,13291.2,29542
0,2,2019,2,4,44304,31012.8,13291.2,29543
0,3,2019,2,5,44304,31012.8,13291.2,29544
0,0,2019,1,1,44316,44316,0,29545
0,1,2019,1,2,44316,44316,0,29546
0,2,2019,1,3,44316,44316,0,29547
0,3,2019,1,4,44316,44316,0,29548
0,0,2019,2,2,44316,31021.2,13294.8,29549
0,1,2019,2,3,44316,31021.2,13294.8,29550
0,2,2019,2,4,44316,31021.2,13294.8,29551
0,3,2019,2,5,44316,31021.2,13294.8,29552
0,0,2019,1,1,44328,44328,0,29553
0,1,2019,1,2,44328,44328,0,29554
0,2,2019,1,3,44328,44328,0,29555
0,3,2019,1,4,44328,44328,0,29556
0,0,2019,2,2,44328,31029.6,13298.400000000001,29557
0,1,2019,2,3,44328,31029.6,13298.400000000001,29558
0,2,2019,2,4,44328,31029.6,13298.400000000001,29559
0,3,2019,2,5,44328,31029.6,13298.400000000001,29560
0,0,2019,1,1,44340,44340,0,29561
0,1,2019,1,2,44340,44340,0,29562
0,2,2019,1,3,44340,44340,0,29563
0,3,2019,1,4,44340,44340,0,29564
0,0,2019,2,2,44340,31038,13302,29565
0,1,2019,2,3,44340,31038,13302,29566
0,2,2019,2,4,44340,31038,13302,29567
0,3,2019,2,5,44340,31038,13302,29568
0,0,2019,1,1,44352,44352,0,29569
0,1,2019,1,2,44352,44352,0,29570
0,2,2019,1,3,44352,44352,0,29571
0,3,2019,1,4,44352,44352,0,29572
0,0,2019,2,2,44352,31046.4,13305.599999999999,29573
0,1,2019,2,3,44352,31046.4,13305.599999999999,29574
0,2,2019,2,4,44352,31046.4,13305.599999999999,29575
0,3,2019,2,5,44352,31046.4,13305.599999999999,29576
0,0,2019,1,1,44364,44364,0,29577
0,1,2019,1,2,44364,44364,0,29578
0,2,2019,1,3,44364,44364,0,29579
0,3,2019,1,4,44364,44364,0,29580
0,0,2019,2,2,44364,31054.8,13309.2,29581
0,1,2019,2,3,44364,31054.8,13309.2,29582
0,2,2019,2,4,44364,31054.8,13309.2,29583
0,3,2019,2,5,44364,31054.8,13309.2,29584
0,0,2019,1,1,44376,44376,0,29585
0,1,2019,1,2,44376,44376,0,29586
0,2,2019,1,3,44376,44376,0,29587
0,3,2019,1,4,44376,44376,0,29588
0,0,2019,2,2,44376,31063.2,13312.8,29589
0,1,2019,2,3,44376,31063.2,13312.8,29590
0,2,2019,2,4,44376,31063.2,13312.8,29591
0,3,2019,2,5,44376,31063.2,13312.8,29592
0,0,2019,1,1,44388,44388,0,29593
0,1,2019,1,2,44388,44388,0,29594
0,2,2019,1,3,44388,44388,0,29595
0,3,2019,1,4,44388,44388,0,29596
0,0,2019,2,2,44388,31071.6,13316.400000000001,29597
0,1,2019,2,3,44388,31071.6,13316.400000000001,29598
0,2,2019,2,4,44388,31071.6,13316.400000000001,29599
0,3,2019,2,5,44388,31071.6,13316.400000000001,29600
0,0,2019,1,1,44400,44400,0,29601
0,1,2019,1,2,44400,44400,0,29602
0,2,2019,1,3,44400,44400,0,29603
0,3,2019,1,4,44400,44400,0,29604
0,0,2019,2,2,44400,31080,13320,29605
0,1,2019,2,3,44400,31080,13320,29606
0,2,2019,2,4,44400,31080,13320,29607
0,3,2019,2,5,44400,31080,13320,29608
0,0,2019,1,1,44412,44412,0,29609
0,1,2019,1,2,44412,44412,0,29610
0,2,2019,1,3,44412,44412,0,29611
0,3,2019,1,4,44412,44412,0,29612
0,0,2019,2,2,44412,31088.4,13323.599999999999,29613
0,1,2019,2,3,44412,31088.4,13323.599999999999,29614
0,2,2019,2,4,44412,31088.4,13323.599999999999,29615
0,3,2019,2,5,44412,31088.4,13323.599999999999,29616
0,0,2019,1,1,44424,44424,0,29617
0,1,2019,1,2,44424,44424,0,29618
0,2,2019,1,3,44424,44424,0,29619
0,3,2019,1,4,44424,44424,0,29620
0,0,2019,2,2,44424,31096.8,13327.2,29621
0,1,2019,2,3,44424,31096.8,13327.2,29622
0,2,2019,2,4,44424,31096.8,13327.2,29623
0,3,2019,2,5,44424,31096.8,13327.2,29624
0,0,2019,1,1,44436,44436,0,29625
0,1,2019,1,2,44436,44436,0,29626
0,2,2019,1,3,44436,44436,0,29627
0,3,2019,1,4,44436,44436,0,29628
0,0,2019,2,2,44436,31105.2,13330.8,29629
0,1,2019,2,3,44436,31105.2,13330.8,29630
0,2,2019,2,4,44436,31105.2,13330.8,29631
0,3,2019,2,5,44436,31105.2,13330.8,29632
0,0,2019,1,1,44448,44448,0,29633
0,1,2019,1,2,44448,44448,0,29634
0,2,2019,1,3,44448,44448,0,29635
0,3,2019,1,4,44448,44448,0,29636
0,0,2019,2,2,44448,31113.6,13334.400000000001,29637
0,1,2019,2,3,44448,31113.6,13334.400000000001,29638
0,2,2019,2,4,44448,31113.6,13334.400000000001,29639
0,3,2019,2,5,44448,31113.6,13334.400000000001,29640
0,0,2019,1,1,44460,44460,0,29641
0,1,2019,1,2,44460,44460,0,29642
0,2,2019,1,3,44460,44460,0,29643
0,3,2019,1,4,44460,44460,0,29644
0,0,2019,2,2,44460,31122,13338,29645
0,1,2019,2,3,44460,31122,13338,29646
0,2,2019,2,4,44460,31122,13338,29647
0,3,2019,2,5,44460,31122,13338,29648
0,0,2019,1,1,44472,44472,0,29649
0,1,2019,1,2,44472,44472,0,29650
0,2,2019,1,3,44472,44472,0,29651
0,3,2019,1,4,44472,44472,0,29652
0,0,2019,2,2,44472,31130.4,13341.599999999999,29653
0,1,2019,2,3,44472,31130.4,13341.599999999999,29654
0,2,2019,2,4,44472,31130.4,13341.599999999999,29655
0,3,2019,2,5,44472,31130.4,13341.599999999999,29656
0,0,2019,1,1,44484,44484,0,29657
0,1,2019,1,2,44484,44484,0,29658
0,2,2019,1,3,44484,44484,0,29659
0,3,2019,1,4,44484,44484,0,29660
0,0,2019,2,2,44484,31138.8,13345.2,29661
0,1,2019,2,3,44484,31138.8,13345.2,29662
0,2,2019,2,4,44484,31138.8,13345.2,29663
0,3,2019,2,5,44484,31138.8,13345.2,29664
0,0,2019,1,1,44496,44496,0,29665
0,1,2019,1,2,44496,44496,0,29666
0,2,2019,1,3,44496,44496,0,29667
0,3,2019,1,4,44496,44496,0,29668
0,0,2019,2,2,44496,31147.2,13348.8,29669
0,1,2019,2,3,44496,31147.2,13348.8,29670
0,2,2019,2,4,44496,31147.2,13348.8,29671
0,3,2019,2,5,44496,31147.2,13348.8,29672
0,0,2019,1,1,44508,44508,0,29673
0,1,2019,1,2,44508,44508,0,29674
0,2,2019,1,3,44508,44508,0,29675
0,3,2019,1,4,44508,44508,0,29676
0,0,2019,2,2,44508,31155.6,13352.400000000001,29677
0,1,2019,2,3,44508,31155.6,13352.400000000001,29678
0,2,2019,2,4,44508,31155.6,13352.400000000001,29679
0,3,2019,2,5,44508,31155.6,13352.400000000001,29680
0,0,2019,1,1,44520,44520,0,29681
0,1,2019,1,2,44520,44520,0,29682
0,2,2019,1,3,44520,44520,0,29683
0,3,2019,1,4,44520,44520,0,29684
0,0,2019,2,2,44520,31164,13356,29685
0,1,2019,2,3,44520,31164,13356,29686
0,2,2019,2,4,44520,31164,13356,29687
0,3,2019,2,5,44520,31164,13356,29688
0,0,2019,1,1,44532,44532,0,29689
0,1,2019,1,2,44532,44532,0,29690
0,2,2019,1,3,44532,44532,0,29691
0,3,2019,1,4,44532,44532,0,29692
0,0,2019,2,2,44532,31172.4,13359.599999999999,29693
0,1,2019,2,3,44532,31172.4,13359.599999999999,29694
0,2,2019,2,4,44532,31172.4,13359.599999999999,29695
0,3,2019,2,5,44532,31172.4,13359.599999999999,29696
0,0,2019,1,1,44544,44544,0,29697
0,1,2019,1,2,44544,44544,0,29698
0,2,2019,1,3,44544,44544,0,29699
0,3,2019,1,4,44544,44544,0,29700
0,0,2019,2,2,44544,31180.8,13363.2,29701
0,1,2019,2,3,44544,31180.8,13363.2,29702
0,2,2019,2,4,44544,31180.8,13363.2,29703
0,3,2019,2,5,44544,31180.8,13363.2,29704
0,0,2019,1,1,44556,44556,0,29705
0,1,2019,1,2,44556,44556,0,29706
0,2,2019,1,3,44556,44556,0,29707
0,3,2019,1,4,44556,44556,0,29708
0,0,2019,2,2,44556,31189.2,13366.8,29709
0,1,2019,2,3,44556,31189.2,13366.8,29710
0,2,2019,2,4,44556,31189.2,13366.8,29711
0,3,2019,2,5,44556,31189.2,13366.8,29712
0,0,2019,1,1,44568,44568,0,29713
0,1,2019,1,2,44568,44568,0,29714
0,2,2019,1,3,44568,44568,0,29715
0,3,2019,1,4,44568,44568,0,29716
0,0,2019,2,2,44568,31197.6,13370.400000000001,29717
0,1,2019,2,3,44568,31197.6,13370.400000000001,29718
0,2,2019,2,4,44568,31197.6,13370.400000000001,29719
0,3,2019,2,5,44568,31197.6,13370.400000000001,29720
0,0,2019,1,1,44580,44580,0,29721
0,1,2019,1,2,44580,44580,0,29722
0,2,2019,1,3,44580,44580,0,29723
0,3,2019,1,4,44580,44580,0,29724
0,0,2019,2,2,44580,31206,13374,29725
0,1,2019,2,3,44580,31206,13374,29726
0,2,2019,2,4,44580,31206,13374,29727
0,3,2019,2,5,44580,31206,13374,29728
0,0,2019,1,1,44592,44592,0,29729
0,1,2019,1,2,44592,44592,0,29730
0,2,2019,1,3,44592,44592,0,29731
0,3,2019,1,4,44592,44592,0,29732
0,0,2019,2,2,44592,31214.4,13377.599999999999,29733
0,1,2019,2,3,44592,31214.4,13377.599999999999,29734
0,2,2019,2,4,44592,31214.4,13377.599999999999,29735
0,3,2019,2,5,44592,31214.4,13377.599999999999,29736
0,0,2019,1,1,44604,44604,0,29737
0,1,2019,1,2,44604,44604,0,29738
0,2,2019,1,3,44604,44604,0,29739
0,3,2019,1,4,44604,44604,0,29740
0,0,2019,2,2,44604,31222.8,13381.2,29741
0,1,2019,2,3,44604,31222.8,13381.2,29742
0,2,2019,2,4,44604,31222.8,13381.2,29743
0,3,2019,2,5,44604,31222.8,13381.2,29744
0,0,2019,1,1,44616,44616,0,29745
0,1,2019,1,2,44616,44616,0,29746
0,2,2019,1,3,44616,44616,0,29747
0,3,2019,1,4,44616,44616,0,29748
0,0,2019,2,2,44616,31231.2,13384.8,29749
0,1,2019,2,3,44616,31231.2,13384.8,29750
0,2,2019,2,4,44616,31231.2,13384.8,29751
0,3,2019,2,5,44616,31231.2,13384.8,29752
0,0,2019,1,1,44628,44628,0,29753
0,1,2019,1,2,44628,44628,0,29754
0,2,2019,1,3,44628,44628,0,29755
0,3,2019,1,4,44628,44628,0,29756
0,0,2019,2,2,44628,31239.6,13388.400000000001,29757
0,1,2019,2,3,44628,31239.6,13388.400000000001,29758
0,2,2019,2,4,44628,31239.6,13388.400000000001,29759
0,3,2019,2,5,44628,31239.6,13388.400000000001,29760
0,0,2019,1,1,44640,44640,0,29761
0,1,2019,1,2,44640,44640,0,29762
0,2,2019,1,3,44640,44640,0,29763
0,3,2019,1,4,44640,44640,0,29764
0,0,2019,2,2,44640,31248,13392,29765
0,1,2019,2,3,44640,31248,13392,29766
0,2,2019,2,4,44640,31248,13392,29767
0,3,2019,2,5,44640,31248,13392,29768
0,0,2019,1,1,44652,44652,0,29769
0,1,2019,1,2,44652,44652,0,29770
0,2,2019,1,3,44652,44652,0,29771
0,3,2019,1,4,44652,44652,0,29772
0,0,2019,2,2,44652,31256.4,13395.599999999999,29773
0,1,2019,2,3,44652,31256.4,13395.599999999999,29774
0,2,2019,2,4,44652,31256.4,13395.599999999999,29775
0,3,2019,2,5,44652,31256.4,13395.599999999999,29776
0,0,2019,1,1,44664,44664,0,29777
0,1,2019,1,2,44664,44664,0,29778
0,2,2019,1,3,44664,44664,0,29779
0,3,2019,1,4,44664,44664,0,29780
0,0,2019,2,2,44664,31264.8,13399.2,29781
0,1,2019,2,3,44664,31264.8,13399.2,29782
0,2,2019,2,4,44664,31264.8,13399.2,29783
0,3,2019,2,5,44664,31264.8,13399.2,29784
0,0,2019,1,1,44676,44676,0,29785
0,1,2019,1,2,44676,44676,0,29786
0,2,2019,1,3,44676,44676,0,29787
0,3,2019,1,4,44676,44676,0,29788
0,0,2019,2,2,44676,31273.2,13402.8,29789
0,1,2019,2,3,44676,31273.2,13402.8,29790
0,2,2019,2,4,44676,31273.2,13402.8,29791
0,3,2019,2,5,44676,31273.2,13402.8,29792
0,0,2019,1,1,44688,44688,0,29793
0,1,2019,1,2,44688,44688,0,29794
0,2,2019,1,3,44688,44688,0,29795
0,3,2019,1,4,44688,44688,0,29796
0,0,2019,2,2,44688,31281.6,13406.400000000001,29797
0,1,2019,2,3,44688,31281.6,13406.400000000001,29798
0,2,2019,2,4,44688,31281.6,13406.400000000001,29799
0,3,2019,2,5,44688,31281.6,13406.400000000001,29800
0,0,2019,1,1,44700,44700,0,29801
0,1,2019,1,2,44700,44700,0,29802
0,2,2019,1,3,44700,44700,0,29803
0,3,2019,1,4,44700,44700,0,29804
0,0,2019,2,2,44700,31290,13410,29805
0,1,2019,2,3,44700,31290,13410,29806
0,2,2019,2,4,44700,31290,13410,29807
0,3,2019,2,5,44700,31290,13410,29808
0,0,2019,1,1,44712,44712,0,29809
0,1,2019,1,2,44712,44712,0,29810
0,2,2019,1,3,44712,44712,0,29811
0,3,2019,1,4,44712,44712,0,29812
0,0,2019,2,2,44712,31298.4,13413.599999999999,29813
0,1,2019,2,3,44712,31298.4,13413.599999999999,29814
0,2,2019,2,4,44712,31298.4,13413.599999999999,29815
0,3,2019,2,5,44712,31298.4,13413.599999999999,29816
0,0,2019,1,1,44724,44724,0,29817
0,1,2019,1,2,44724,44724,0,29818
0,2,2019,1,3,44724,44724,0,29819
0,3,2019,1,4,44724,44724,0,29820
0,0,2019,2,2,44724,31306.8,13417.2,29821
0,1,2019,2,3,44724,31306.8,13417.2,29822
0,2,2019,2,4,44724,31306.8,13417.2,29823
0,3,2019,2,5,44724,31306.8,13417.2,29824
0,0,2019,1,1,44736,44736,0,29825
0,1,2019,1,2,44736,44736,0,29826
0,2,2019,1,3,44736,44736,0,29827
0,3,2019,1,4,44736,44736,0,29828
0,0,2019,2,2,44736,31315.2,13420.8,29829
0,1,2019,2,3,44736,31315.2,13420.8,29830
0,2,2019,2,4,44736,31315.2,13420.8,29831
0,3,2019,2,5,44736,31315.2,13420.8,29832
0,0,2019,1,1,44748,44748,0,29833
0,1,2019,1,2,44748,44748,0,29834
0,2,2019,1,3,44748,44748,0,29835
0,3,2019,1,4,44748,44748,0,29836
0,0,2019,2,2,44748,31323.6,13424.400000000001,29837
0,1,2019,2,3,44748,31323.6,13424.400000000001,29838
0,2,2019,2,4,44748,31323.6,13424.400000000001,29839
0,3,2019,2,5,44748,31323.6,13424.400000000001,29840
0,0,2019,1,1,44760,44760,0,29841
0,1,2019,1,2,44760,44760,0,29842
0,2,2019,1,3,44760,44760,0,29843
0,3,2019,1,4,44760,44760,0,29844
0,0,2019,2,2,44760,31332,13428,29845
0,1,2019,2,3,44760,31332,13428,29846
0,2,2019,2,4,44760,31332,13428,29847
0,3,2019,2,5,44760,31332,13428,29848
0,0,2019,1,1,44772,44772,0,29849
0,1,2019,1,2,44772,44772,0,29850
0,2,2019,1,3,44772,44772,0,29851
0,3,2019,1,4,44772,44772,0,29852
0,0,2019,2,2,44772,31340.4,13431.599999999999,29853
0,1,2019,2,3,44772,31340.4,13431.599999999999,29854
0,2,2019,2,4,44772,31340.4,13431.599999999999,29855
0,3,2019,2,5,44772,31340.4,13431.599999999999,29856
0,0,2019,1,1,44784,44784,0,29857
0,1,2019,1,2,44784,44784,0,29858
0,2,2019,1,3,44784,44784,0,29859
0,3,2019,1,4,44784,44784,0,29860
0,0,2019,2,2,44784,31348.8,13435.2,29861
0,1,2019,2,3,44784,31348.8,13435.2,29862
0,2,2019,2,4,44784,31348.8,13435.2,29863
0,3,2019,2,5,44784,31348.8,13435.2,29864
0,0,2019,1,1,44796,44796,0,29865
0,1,2019,1,2,44796,44796,0,29866
0,2,2019,1,3,44796,44796,0,29867
0,3,2019,1,4,44796,44796,0,29868
0,0,2019,2,2,44796,31357.2,13438.8,29869
0,1,2019,2,3,44796,31357.2,13438.8,29870
0,2,2019,2,4,44796,31357.2,13438.8,29871
0,3,2019,2,5,44796,31357.2,13438.8,29872
0,0,2019,1,1,44808,44808,0,29873
0,1,2019,1,2,44808,44808,0,29874
0,2,2019,1,3,44808,44808,0,29875
0,3,2019,1,4,44808,44808,0,29876
0,0,2019,2,2,44808,31365.6,13442.400000000001,29877
0,1,2019,2,3,44808,31365.6,13442.400000000001,29878
0,2,2019,2,4,44808,31365.6,13442.400000000001,29879
0,3,2019,2,5,44808,31365.6,13442.400000000001,29880
0,0,2019,1,1,44820,44820,0,29881
0,1,2019,1,2,44820,44820,0,29882
0,2,2019,1,3,44820,44820,0,29883
0,3,2019,1,4,44820,44820,0,29884
0,0,2019,2,2,44820,31374,13446,29885
0,1,2019,2,3,44820,31374,13446,29886
0,2,2019,2,4,44820,31374,13446,29887
0,3,2019,2,5,44820,31374,13446,29888
0,0,2019,1,1,44832,44832,0,29889
0,1,2019,1,2,44832,44832,0,29890
0,2,2019,1,3,44832,44832,0,29891
0,3,2019,1,4,44832,44832,0,29892
0,0,2019,2,2,44832,31382.4,13449.599999999999,29893
0,1,2019,2,3,44832,31382.4,13449.599999999999,29894
0,2,2019,2,4,44832,31382.4,13449.599999999999,29895
0,3,2019,2,5,44832,31382.4,13449.599999999999,29896
0,0,2019,1,1,44844,44844,0,29897
0,1,2019,1,2,44844,44844,0,29898
0,2,2019,1,3,44844,44844,0,29899
0,3,2019,1,4,44844,44844,0,29900
0,0,2019,2,2,44844,31390.8,13453.2,29901
0,1,2019,2,3,44844,31390.8,13453.2,29902
0,2,2019,2,4,44844,31390.8,13453.2,29903
0,3,2019,2,5,44844,31390.8,13453.2,29904
0,0,2019,1,1,44856,44856,0,29905
0,1,2019,1,2,44856,44856,0,29906
0,2,2019,1,3,44856,44856,0,29907
0,3,2019,1,4,44856,44856,0,29908
0,0,2019,2,2,44856,31399.2,13456.8,29909
0,1,2019,2,3,44856,31399.2,13456.8,29910
0,2,2019,2,4,44856,31399.2,13456.8,29911
0,3,2019,2,5,44856,31399.2,13456.8,29912
0,0,2019,1,1,44868,44868,0,29913
0,1,2019,1,2,44868,44868,0,29914
0,2,2019,1,3,44868,44868,0,29915
0,3,2019,1,4,44868,44868,0,29916
0,0,2019,2,2,44868,31407.6,13460.400000000001,29917
0,1,2019,2,3,44868,31407.6,13460.400000000001,29918
0,2,2019,2,4,44868,31407.6,13460.400000000001,29919
0,3,2019,2,5,44868,31407.6,13460.400000000001,29920
0,0,2019,1,1,44880,44880,0,29921
0,1,2019,1,2,44880,44880,0,29922
0,2,2019,1,3,44880,44880,0,29923
0,3,2019,1,4,44880,44880,0,29924
0,0,2019,2,2,44880,31416,13464,29925
